Nazwa pliku;Powtorzenia algorytmu;Optymalny koszt;Limit iteracji 1;Rozmiar listy ruchów zakazanych 1;Rozmiar listy sąsiedztwa 1;Czas 1;Koszt 1;Strata 1;Limit iteracji 2;Rozmiar listy ruchów zakazanych 2;Rozmiar listy sąsiedztwa 2;Czas 2;Koszt 2;Strata 2;Limit iteracji 3;Rozmiar listy ruchów zakazanych 3;Rozmiar listy sąsiedztwa 3;Czas 3;Koszt 3;Strata 3;Limit iteracji 4;Rozmiar listy ruchów zakazanych 4;Rozmiar listy sąsiedztwa 4;Czas 4;Koszt 4;Strata 4;Limit iteracji 5;Rozmiar listy ruchów zakazanych 5;Rozmiar listy sąsiedztwa 5;Czas 5;Koszt 5;Strata 5;Limit iteracji 6;Rozmiar listy ruchów zakazanych 6;Rozmiar listy sąsiedztwa 6;Czas 6;Koszt 6;Strata 6;Limit iteracji 7;Rozmiar listy ruchów zakazanych 7;Rozmiar listy sąsiedztwa 7;Czas 7;Koszt 7;Strata 7;Limit iteracji 8;Rozmiar listy ruchów zakazanych 8;Rozmiar listy sąsiedztwa 8;Czas 8;Koszt 8;Strata 8;Limit iteracji 9;Rozmiar listy ruchów zakazanych 9;Rozmiar listy sąsiedztwa 9;Czas 9;Koszt 9;Strata 9;Limit iteracji 10;Rozmiar listy ruchów zakazanych 10;Rozmiar listy sąsiedztwa 10;Czas 10;Koszt 10;Strata 10;Średnia strata;
tsp_65.txt;5;1839;1000;20;10;55.6162;5134;179.173;2000;40;20;454.413;4233;130.179;3000;60;30;1296.7;3512;90.9734;4000;80;40;2730.48;3302;79.5541;5000;100;50;5178.98;2975;61.7727;6000;120;60;9032.53;3101;68.6243;7000;140;70;13812;3068;66.8298;8000;160;80;20705.3;2872;56.1718;9000;180;90;29063;2885;56.8787;10000;200;100;40593.9;2815;53.0723;11000;220;110;52551.6;2876;56.3893;12000;240;120;68617.4;2955;60.6852;13000;260;130;87266.1;2979;61.9902;14000;280;140;109480;2570;39.7499;392.409;best loss;39.7499
tsp_71.txt;5;1950;1000;20;10;60.0546;5647;189.59;2000;40;20;397.361;4703;141.179;3000;60;30;1271.87;4266;118.769;4000;80;40;2892.69;3748;92.2051;5000;100;50;5513.74;3663;87.8461;6000;120;60;9445.69;3297;69.0769;7000;140;70;15162.8;3306;69.5385;8000;160;80;21714.6;3246;66.4615;9000;180;90;31099.9;3191;63.641;10000;200;100;42317;3201;64.1538;11000;220;110;56208.1;3336;71.0769;12000;240;120;72319.3;3142;61.1282;13000;260;130;92769.6;3119;59.9487
