Nazwa pliku;Powtorzenia algorytmu;Optymalny koszt;Limit iteracji 1;Rozmiar listy ruchów zakazanych 1;Rozmiar listy sąsiedztwa 1;Czas 1;Koszt 1;Strata 1;Limit iteracji 2;Rozmiar listy ruchów zakazanych 2;Rozmiar listy sąsiedztwa 2;Czas 2;Koszt 2;Strata 2;Limit iteracji 3;Rozmiar listy ruchów zakazanych 3;Rozmiar listy sąsiedztwa 3;Czas 3;Koszt 3;Strata 3;Limit iteracji 4;Rozmiar listy ruchów zakazanych 4;Rozmiar listy sąsiedztwa 4;Czas 4;Koszt 4;Strata 4;Limit iteracji 5;Rozmiar listy ruchów zakazanych 5;Rozmiar listy sąsiedztwa 5;Czas 5;Koszt 5;Strata 5;Limit iteracji 6;Rozmiar listy ruchów zakazanych 6;Rozmiar listy sąsiedztwa 6;Czas 6;Koszt 6;Strata 6;Limit iteracji 7;Rozmiar listy ruchów zakazanych 7;Rozmiar listy sąsiedztwa 7;Czas 7;Koszt 7;Strata 7;Limit iteracji 8;Rozmiar listy ruchów zakazanych 8;Rozmiar listy sąsiedztwa 8;Czas 8;Koszt 8;Strata 8;Limit iteracji 9;Rozmiar listy ruchów zakazanych 9;Rozmiar listy sąsiedztwa 9;Czas 9;Koszt 9;Strata 9;Limit iteracji 10;Rozmiar listy ruchów zakazanych 10;Rozmiar listy sąsiedztwa 10;Czas 10;Koszt 10;Strata 10;Średnia strata;
tsp_71.txt;5;1950;1000;20;10;59.0535;5561;185.179;2000;40;20;479.435;4894;150.974;3000;60;30;1310.19;4219;116.359;4000;80;40;2882.51;3981;104.154;5000;100;50;5518.45;3285;68.4615;6000;120;60;9283.28;3619;85.5897;7000;140;70;15045.5;3529;80.9744;8000;160;80;22767.9;3161;62.1026;9000;180;90;30826.4;3357;72.1538;10000;200;100;42409.8;2978;52.7179;11000;220;110;55425.3;3144;61.2308;12000;240;120;73014.2;2948;51.1795;13000;260;130;93059.4;3038;55.7949;14000;280;140;116408;3285;68.4615;15000;300;150;142564;3189;63.5385;16000;320;160;177481;3118;59.8974;17000;340;170;237951;3098;58.8718;519.528;best loss;51.1795
ftv_170.atsp;5;2755;1000;20;10;116.106;16344;493.249;2000;40;20;793.296;13897;404.428;3000;60;30;2562.35;12834;365.844;4000;80;40;5825.37;11590;320.69;5000;100;50;11139.3;11589;320.653;6000;120;60;19214.8;10832;293.176;7000;140;70;30073.4;10122;267.405;8000;160;80;44667.3;9944;260.944;9000;180;90;62861.3;9542;246.352;10000;200;100;86455.4;8352;203.158;11000;220;110;114499;9154;232.269;12000;240;120;147326;8283;200.653;13000;260;130;189256;8095;193.829;14000;280;140;232281;8746;217.459;15000;300;150;289549;7904;186.897;16000;320;160;345696;8454;206.86;17000;340;170;414987;7545;173.866;18000;360;180;495969;8053;192.305;1216.01;best loss;173.866
rbg_323.atsp;5;1326;1000;20;10;206.187;5349;303.394;2000;40;20;1401.51;5018;278.431;3000;60;30;4488.69;4866;266.968;4000;80;40;10153.7;4728;256.561;5000;100;50;19489.5;4535;242.006;6000;120;60;35543.8;4470;237.104;7000;140;70;52455.1;4319;225.716;8000;160;80;77663.7;4282;222.926;9000;180;90;109391;4186;215.686;10000;200;100;150879;3991;200.98;11000;220;110;200385;4064;206.486;12000;240;120;258835;4044;204.977;13000;260;130;327757;4009;202.338;14000;280;140;406754;3925;196.003;15000;300;150;499682;3912;195.023;16000;320;160;608795;3902;194.268;17000;340;170;725504;3919;195.551;18000;360;180;857004;3823;188.311;19000;380;190;1.0086e+06;3803;186.802;20000;400;200;1.17436e+06;3727;181.071;21000;420;210;1.36957e+06
