Nazwa pliku;Powtorzenia algorytmu;Optymalny koszt;Schemat chłodzenia;Sposób zamiany;Liczba epok;Temperatura startowa;Wyspółczynnik wychładzania;Czas 1;Koszt 1;Strata 1;Czas 2;Koszt 2;Strata 2;Czas 3;Koszt 3;Strata 3;Średnia strata;
rbg_323.atsp;1;1326;geometric;two-opt;10000;1250;0.9;433.741;2394;80.543;80.543;
rbg_323.atsp;1;1326;geometric;two-opt;10000;1250;0.99;1435.06;2068;55.9578;55.9578;
rbg_323.atsp;1;1326;geometric;two-opt;10000;1250;0.999;4278.52;1828;37.8582;37.8582;
rbg_323.atsp;1;1326;geometric;two-opt;10000;1250;0.9999;13520.2;1637;23.454;23.454;
rbg_323.atsp;1;1326;geometric;two-opt;10000;1250;0.99999;42725.7;1469;10.7843;10.7843;
rbg_323.atsp;1;1326;geometric;two-opt;10000;1250;0.999999;130710;1490;12.368;12.368;
rbg_323.atsp;1;1326;boltzmann;two-opt;10000;1250;boltzmann;282.589;2643;99.3213;99.3213;
rbg_323.atsp;1;1326;boltzmann;two-opt;10000;1250;boltzmann;293.777;2543;91.7798;91.7798;
rbg_323.atsp;1;1326;boltzmann;two-opt;10000;1250;boltzmann;285.055;2701;103.695;103.695;
rbg_323.atsp;1;1326;boltzmann;two-opt;10000;1250;boltzmann;289.012;2570;93.816;93.816;
rbg_323.atsp;1;1326;boltzmann;two-opt;10000;1250;boltzmann;291.245;2564;93.3635;93.3635;
rbg_323.atsp;1;1326;boltzmann;two-opt;10000;1250;boltzmann;293.91;2518;89.8944;89.8944;
rbg_323.atsp;1;1326;boltzmann;arc;10000;1250;boltzmann;295.268;2793;110.633;110.633;
rbg_323.atsp;1;1326;boltzmann;arc;10000;1250;boltzmann;299.157;2797;110.935;110.935;
rbg_323.atsp;1;1326;boltzmann;arc;10000;1250;boltzmann;302.053;2839;114.103;114.103;
rbg_323.atsp;1;1326;boltzmann;arc;10000;1250;boltzmann;293.765;2777;109.427;109.427;
rbg_323.atsp;1;1326;boltzmann;arc;10000;1250;boltzmann;289.69;2765;108.522;108.522;
rbg_323.atsp;1;1326;boltzmann;arc;10000;1250;boltzmann;288.262;2901;118.778;118.778;
rbg_323.atsp;1;1326;geometric;arc;10000;1250;0.9;447.912;2725;105.505;105.505;
rbg_323.atsp;1;1326;geometric;arc;10000;1250;0.99;1393.68;2344;76.7722;76.7722;
rbg_323.atsp;1;1326;geometric;arc;10000;1250;0.999;5071.8;1881;41.8552;41.8552;
rbg_323.atsp;1;1326;geometric;arc;10000;1250;0.9999;13959;1719;29.638;29.638;
rbg_323.atsp;1;1326;geometric;arc;10000;1250;0.99999;43668.1;1570;18.4012;18.4012;
rbg_323.atsp;1;1326;geometric;arc;10000;1250;0.999999;134587;1474;11.1614;11.1614;
